instrument_id,asset_class,sub_asset_class,desk,book,notional,direction,maturity,currency,geography
INS-001853,Equities,Macro,Structured Solutions,BOOK-053,8053073.855001557,1,2026-09-19 09:48:00.258077,CNY,US
INS-001854,Rates,Options,EM FX,BOOK-071,7882176.777800004,-1,2028-06-18 09:48:00.258077,USD,LATAM
INS-001855,Rates,Credit,Structured Solutions,BOOK-060,9239639.390066944,1,2031-03-24 09:48:00.258077,CNY,APAC
INS-001856,Volatility,Commod,G10 FX,BOOK-036,10991676.179870479,-1,2034-12-03 09:48:00.258077,GBP,APAC
INS-001857,Equities,Credit,G10 FX,BOOK-098,7434326.425820079,1,2031-09-08 09:48:00.258077,CAD,EMEA
INS-001858,Credit,Credit,Equity Derivatives,BOOK-038,13201040.77980799,1,2027-07-28 09:48:00.258077,AUD,APAC
INS-001859,Credit,Macro,Cash Equities,BOOK-100,8081128.6130497595,-1,2028-08-30 09:48:00.258077,EUR,APAC
INS-001860,Commodities,Flow,Rates Macro,BOOK-044,4224459.015708418,-1,2033-09-28 09:48:00.258077,GBP,US
INS-001861,Commodities,Credit,XVA,BOOK-003,6094820.3122247,-1,2031-10-05 09:48:00.258077,AUD,APAC
INS-001862,FX,Commod,Cash Equities,BOOK-004,6568133.249230445,-1,2026-04-29 09:48:00.258077,USD,APAC
INS-001863,Volatility,Options,Municipal,BOOK-098,8980317.877883447,-1,2031-03-02 09:48:00.258077,USD,EMEA
INS-001864,Equities,Commod,Cross-Asset Vol,BOOK-053,5131875.249426749,1,2030-03-23 09:48:00.258077,GBP,EMEA
INS-001865,Volatility,Flow,Municipal,BOOK-039,6755060.29297651,-1,2026-03-15 09:48:00.258077,CHF,LATAM
INS-001866,Equities,Macro,Municipal,BOOK-082,7097399.298009783,-1,2028-08-24 09:48:00.258077,AUD,APAC
INS-001867,Rates,Macro,Rates Exotics,BOOK-062,6379697.980861141,-1,2035-06-19 09:48:00.258077,CHF,EMEA
INS-001868,Commodities,Options,HY Credit,BOOK-067,9528538.454199295,-1,2033-03-04 09:48:00.258077,JPY,APAC
INS-001869,Rates,Credit,Securitized Products,BOOK-069,9103303.47116339,1,2026-11-24 09:48:00.258077,AUD,US
INS-001870,Commodities,Flow,Structured Solutions,BOOK-020,10416417.837759897,1,2026-05-10 09:48:00.258077,EUR,EMEA
INS-001871,Rates,Credit,Rates Macro,BOOK-009,6672437.0472220015,1,2029-08-16 09:48:00.258077,CNY,APAC
INS-001872,FX,Credit,Structured Solutions,BOOK-073,10506318.919119755,1,2030-10-20 09:48:00.258077,GBP,EMEA
INS-001873,Credit,Flow,Municipal,BOOK-003,4090007.2850573855,1,2030-09-09 09:48:00.258077,GBP,US
INS-001874,Volatility,Flow,Municipal,BOOK-072,4029039.247525357,1,2033-02-06 09:48:00.258077,CNY,APAC
INS-001875,Equities,Credit,HY Credit,BOOK-013,4465495.784771967,-1,2027-11-30 09:48:00.258077,CAD,LATAM
INS-001876,Rates,Credit,Equity Derivatives,BOOK-027,7523029.231580224,-1,2026-08-29 09:48:00.258077,JPY,EMEA
INS-001877,FX,Macro,Cash Equities,BOOK-071,10505945.29144439,-1,2032-11-11 09:48:00.258077,GBP,LATAM
INS-001878,Volatility,Flow,Cash Equities,BOOK-063,5994644.798400925,1,2035-02-02 09:48:00.258077,JPY,LATAM
INS-001879,Commodities,Options,IG Credit,BOOK-079,6308266.487588908,-1,2027-11-10 09:48:00.258077,AUD,APAC
INS-001880,Rates,Options,Cash Equities,BOOK-062,6959955.111726656,1,2029-10-10 09:48:00.258077,EUR,LATAM
INS-001881,Equities,Macro,Commodities,BOOK-005,8932070.308469137,1,2032-05-28 09:48:00.258077,EUR,EMEA
INS-001882,FX,Commod,Rates Macro,BOOK-084,6305936.741613565,-1,2027-11-01 09:48:00.258077,GBP,LATAM
INS-001883,FX,Flow,Cash Equities,BOOK-022,6166457.605208747,-1,2034-09-20 09:48:00.258077,JPY,US
INS-001884,Volatility,Flow,Cash Equities,BOOK-014,4136511.841605774,-1,2028-06-06 09:48:00.258077,AUD,EMEA
INS-001885,Credit,Macro,G10 FX,BOOK-088,6070697.222057197,1,2031-06-22 09:48:00.258077,EUR,APAC
INS-001886,FX,Commod,EM Credit,BOOK-020,10443654.382338332,1,2029-07-21 09:48:00.258077,AUD,US
INS-001887,Credit,Flow,FX Options,BOOK-054,7727315.021196192,-1,2032-10-23 09:48:00.258077,CNY,LATAM
INS-001888,Equities,Commod,Cross-Asset Vol,BOOK-049,5650363.724380212,1,2028-02-29 09:48:00.258077,JPY,LATAM
INS-001889,Rates,Options,Structured Solutions,BOOK-077,10590359.931822335,-1,2027-03-03 09:48:00.258077,CNY,US
INS-001890,Equities,Commod,G10 FX,BOOK-005,6036966.244849532,1,2031-04-04 09:48:00.258077,CNY,LATAM
INS-001891,FX,Macro,Cross-Asset Vol,BOOK-011,11049888.948706165,1,2034-10-09 09:48:00.258077,AUD,US
INS-001892,FX,Macro,Commodities,BOOK-042,11009017.444750251,-1,2032-06-20 09:48:00.258077,JPY,US
INS-001893,Volatility,Commod,Prime Finance,BOOK-048,7640029.065936672,-1,2033-09-07 09:48:00.258077,GBP,LATAM
INS-001894,Commodities,Commod,HY Credit,BOOK-079,3753626.181570781,1,2030-06-29 09:48:00.258077,AUD,APAC
INS-001895,Rates,Options,Volatility Trading,BOOK-061,13223751.538364388,1,2027-08-02 09:48:00.258077,JPY,LATAM
INS-001896,Volatility,Macro,Volatility Trading,BOOK-015,8468190.140661366,1,2030-06-05 09:48:00.258077,USD,EMEA
INS-001897,Credit,Commod,Cash Equities,BOOK-098,6690282.4381985245,-1,2035-12-25 09:48:00.258077,CAD,APAC
INS-001898,Volatility,Flow,Structured Solutions,BOOK-046,9890319.78693764,-1,2033-12-10 09:48:00.258077,GBP,US
INS-001899,Commodities,Commod,Prime Finance,BOOK-097,9255756.967553368,1,2033-03-02 09:48:00.258077,CNY,APAC
INS-001900,Equities,Commod,Rates Macro,BOOK-099,10777345.874716101,1,2029-03-06 09:48:00.258077,AUD,LATAM
INS-001901,Credit,Commod,G10 FX,BOOK-006,5844130.528300259,-1,2032-02-20 09:48:00.258077,USD,APAC
INS-001902,Credit,Credit,EM Credit,BOOK-051,8296183.531935981,1,2032-05-14 09:48:00.258077,CNY,LATAM
INS-001903,Commodities,Credit,Structured Solutions,BOOK-043,4535324.424387658,-1,2032-09-05 09:48:00.258077,CNY,EMEA
INS-001904,FX,Options,XVA,BOOK-050,9165835.989353085,-1,2035-01-17 09:48:00.258077,AUD,LATAM
INS-001905,FX,Macro,EM Rates,BOOK-031,7442636.5759320315,-1,2032-12-13 09:48:00.258077,GBP,APAC
INS-001906,FX,Flow,FX Options,BOOK-056,8202523.13871703,1,2028-05-22 09:48:00.258077,CAD,US
INS-001907,FX,Credit,Cross-Asset Vol,BOOK-050,7134125.690398824,-1,2028-05-23 09:48:00.258077,AUD,EMEA
INS-001908,Rates,Commod,FX Options,BOOK-019,6872527.948529097,-1,2032-05-04 09:48:00.258077,AUD,EMEA
INS-001909,Rates,Options,IG Credit,BOOK-029,5329422.064963215,1,2034-10-12 09:48:00.258077,JPY,US
INS-001910,Volatility,Credit,Structured Solutions,BOOK-015,9476075.536710585,-1,2035-08-04 09:48:00.258077,CAD,LATAM
INS-001911,Rates,Macro,Equity Derivatives,BOOK-085,11224260.091853594,-1,2032-03-27 09:48:00.258077,JPY,US
INS-001912,Volatility,Options,IG Credit,BOOK-068,6108329.102724787,1,2031-06-12 09:48:00.258077,GBP,APAC
INS-001913,Rates,Options,FX Options,BOOK-039,8883851.262427738,1,2034-04-13 09:48:00.258077,CAD,LATAM
INS-001914,Commodities,Commod,G10 FX,BOOK-040,8580459.061650606,-1,2035-11-17 09:48:00.258077,JPY,EMEA
INS-001915,FX,Flow,FX Options,BOOK-008,7520244.528372147,-1,2026-06-21 09:48:00.258077,EUR,APAC
INS-001916,Credit,Flow,EM Rates,BOOK-029,3683510.666588208,-1,2029-04-08 09:48:00.258077,CAD,APAC
INS-001917,FX,Flow,Cash Equities,BOOK-093,4246006.622223519,-1,2029-07-03 09:48:00.258077,GBP,LATAM
INS-001918,Equities,Macro,Rates Macro,BOOK-004,5547545.122121073,-1,2031-10-15 09:48:00.258077,CHF,US
INS-001919,Equities,Options,Prime Finance,BOOK-015,2152488.191070171,-1,2029-02-12 09:48:00.258077,GBP,EMEA
INS-001920,Credit,Credit,Municipal,BOOK-085,11020076.824764038,-1,2029-04-11 09:48:00.258077,CNY,APAC
INS-001921,Equities,Commod,Prime Finance,BOOK-053,8419258.072949285,-1,2026-06-09 09:48:00.258077,AUD,US
INS-001922,Credit,Commod,HY Credit,BOOK-004,7425097.379002196,1,2026-03-26 09:48:00.258077,JPY,LATAM
INS-001923,Commodities,Macro,FX Options,BOOK-049,2024410.4518304286,1,2030-08-27 09:48:00.258077,CAD,APAC
INS-001924,Equities,Flow,HY Credit,BOOK-075,2940322.862448999,1,2036-01-30 09:48:00.258077,EUR,US
INS-001925,Equities,Flow,IG Credit,BOOK-035,7494146.529532604,-1,2029-02-15 09:48:00.258077,CNY,US
INS-001926,Rates,Flow,IG Credit,BOOK-039,12426224.913709942,-1,2028-07-29 09:48:00.258077,EUR,US
INS-001927,Equities,Commod,Equity Derivatives,BOOK-064,5753389.510317296,1,2028-10-25 09:48:00.258077,AUD,APAC
INS-001928,Rates,Macro,XVA,BOOK-060,9659495.036031095,1,2035-11-03 09:48:00.258077,AUD,APAC
INS-001929,FX,Macro,FX Options,BOOK-091,6300243.980812598,1,2032-10-10 09:48:00.258077,EUR,EMEA
INS-001930,Volatility,Commod,EM FX,BOOK-025,7638098.148222166,1,2032-08-31 09:48:00.258077,USD,APAC
INS-001931,Rates,Commod,EM Credit,BOOK-028,10536709.62223233,-1,2028-01-27 09:48:00.258077,CAD,EMEA
INS-001932,Equities,Flow,G10 FX,BOOK-016,6635120.92458364,1,2035-02-26 09:48:00.258077,AUD,EMEA
INS-001933,Volatility,Flow,EM Rates,BOOK-067,5774737.729869667,1,2028-02-23 09:48:00.258077,CAD,US
INS-001934,Volatility,Options,EM FX,BOOK-054,11045176.385311909,1,2035-10-13 09:48:00.258077,USD,US
INS-001935,Rates,Options,IG Credit,BOOK-035,7613894.552783988,-1,2035-08-20 09:48:00.258077,CAD,APAC
INS-001936,Rates,Commod,FX Options,BOOK-070,10228012.726465408,-1,2031-10-28 09:48:00.258077,JPY,APAC
INS-001937,Equities,Options,XVA,BOOK-038,5786877.766538283,-1,2034-10-19 09:48:00.258077,CNY,US
INS-001938,Credit,Macro,XVA,BOOK-020,11016685.52240244,-1,2036-02-07 09:48:00.258077,AUD,US
INS-001939,Volatility,Options,Cross-Asset Vol,BOOK-054,8184068.186336528,-1,2031-12-12 09:48:00.258077,AUD,EMEA
INS-001940,FX,Options,Equity Derivatives,BOOK-044,8586969.065536646,-1,2033-10-19 09:48:00.258077,JPY,APAC
INS-001941,Rates,Options,Rates Exotics,BOOK-041,7829073.278572937,-1,2032-01-19 09:48:00.258077,GBP,APAC
INS-001942,FX,Options,Cross-Asset Vol,BOOK-045,6236312.545008746,1,2031-05-22 09:48:00.258077,AUD,APAC
INS-001943,Volatility,Commod,Cross-Asset Vol,BOOK-092,7495792.973762571,1,2029-07-06 09:48:00.258077,USD,US
INS-001944,Rates,Commod,Cash Equities,BOOK-022,6393524.405026584,1,2032-09-07 09:48:00.258077,USD,EMEA
INS-001945,Equities,Flow,Rates Macro,BOOK-028,9898865.156611964,-1,2028-11-04 09:48:00.258077,USD,LATAM
INS-001946,Rates,Flow,FX Options,BOOK-057,6992357.082328344,-1,2028-02-14 09:48:00.258077,CHF,APAC
INS-001947,Rates,Credit,Rates Exotics,BOOK-005,3758731.930515251,-1,2028-12-04 09:48:00.258077,USD,LATAM
INS-001948,Volatility,Options,Rates Macro,BOOK-015,3301440.6625267905,1,2026-04-21 09:48:00.258077,CHF,APAC
INS-001949,Rates,Options,Cross-Asset Vol,BOOK-057,3183204.619198939,-1,2035-06-14 09:48:00.258077,EUR,LATAM
INS-001950,FX,Macro,Volatility Trading,BOOK-051,9044926.893884853,-1,2028-09-27 09:48:00.258077,CNY,APAC
INS-001951,Volatility,Flow,G10 FX,BOOK-066,4621239.221566389,-1,2034-02-14 09:48:00.258077,JPY,APAC
INS-001952,Credit,Credit,FX Options,BOOK-012,8250214.439596417,-1,2030-07-04 09:48:00.258077,USD,APAC
INS-001953,Rates,Commod,HY Credit,BOOK-086,7841436.293728533,-1,2029-07-23 09:48:00.258077,CAD,EMEA
INS-001954,Equities,Credit,Structured Solutions,BOOK-049,7338228.512725557,1,2028-06-15 09:48:00.258077,GBP,EMEA
INS-001955,Volatility,Flow,Cross-Asset Vol,BOOK-016,8596013.008455923,1,2034-04-30 09:48:00.258077,GBP,US
INS-001956,Equities,Macro,Equity Derivatives,BOOK-032,7895758.842726315,1,2031-04-16 09:48:00.258077,CAD,EMEA
INS-001957,Credit,Macro,FX Options,BOOK-023,725675.6430476252,1,2030-08-26 09:48:00.258077,CNY,US
INS-001958,Credit,Flow,Municipal,BOOK-046,6690936.897878774,-1,2032-09-18 09:48:00.258077,CNY,EMEA
INS-001959,Credit,Options,Commodities,BOOK-047,8562757.835158577,1,2034-02-24 09:48:00.258077,JPY,LATAM
INS-001960,FX,Commod,XVA,BOOK-044,11600707.026887497,1,2032-09-10 09:48:00.258077,AUD,EMEA
INS-001961,Volatility,Commod,Commodities,BOOK-047,11716144.041456245,1,2030-10-31 09:48:00.258077,EUR,APAC
INS-001962,Volatility,Macro,Commodities,BOOK-091,4092123.7160368585,-1,2035-01-20 09:48:00.258077,AUD,EMEA
INS-001963,Rates,Credit,EM Credit,BOOK-096,6625686.751718068,1,2035-01-27 09:48:00.258077,CNY,LATAM
INS-001964,Commodities,Flow,FX Options,BOOK-049,3584712.9657300054,-1,2035-10-10 09:48:00.258077,CHF,US
INS-001965,Commodities,Macro,EM Credit,BOOK-097,11299712.687775208,-1,2027-02-05 09:48:00.258077,CHF,LATAM
INS-001966,Commodities,Options,Municipal,BOOK-082,10032140.520371377,1,2035-01-09 09:48:00.258077,CHF,APAC
INS-001967,Equities,Macro,Prime Finance,BOOK-082,8376469.717157937,-1,2028-02-10 09:48:00.258077,USD,LATAM
INS-001968,Equities,Flow,Equity Derivatives,BOOK-023,7915237.153150525,-1,2032-05-05 09:48:00.258077,AUD,US
INS-001969,Volatility,Options,HY Credit,BOOK-044,10951577.750873685,-1,2032-09-18 09:48:00.258077,CAD,LATAM
INS-001970,Rates,Flow,EM Credit,BOOK-036,10528312.986900346,1,2028-03-26 09:48:00.258077,AUD,LATAM
INS-001971,Commodities,Options,EM Rates,BOOK-010,10395111.741640303,-1,2026-04-11 09:48:00.258077,USD,EMEA
INS-001972,Volatility,Options,Cash Equities,BOOK-008,8641699.64945565,1,2035-07-19 09:48:00.258077,AUD,APAC
INS-001973,Commodities,Credit,IG Credit,BOOK-063,6626929.251214594,1,2035-01-11 09:48:00.258077,GBP,APAC
INS-001974,Equities,Macro,Securitized Products,BOOK-043,9417812.080043893,-1,2027-12-05 09:48:00.258077,AUD,US
INS-001975,Credit,Macro,EM FX,BOOK-083,9540104.763137786,1,2032-02-26 09:48:00.258077,CNY,APAC
INS-001976,Rates,Options,G10 FX,BOOK-067,7023406.3260201,-1,2027-09-12 09:48:00.258077,CNY,APAC
INS-001977,Volatility,Flow,Securitized Products,BOOK-009,6621877.702914396,-1,2031-10-23 09:48:00.258077,CNY,US
INS-001978,Equities,Credit,Cash Equities,BOOK-084,10333283.173895525,-1,2029-05-05 09:48:00.258077,USD,EMEA
INS-001979,Rates,Macro,Securitized Products,BOOK-050,11660290.271924017,1,2033-08-24 09:48:00.258077,GBP,APAC
INS-001980,Commodities,Options,Structured Solutions,BOOK-057,5626510.547713084,-1,2031-11-18 09:48:00.258077,GBP,LATAM
INS-001981,Credit,Commod,XVA,BOOK-097,6841558.311380064,-1,2031-02-18 09:48:00.258077,CHF,US
INS-001982,Credit,Macro,Volatility Trading,BOOK-065,8377332.691136745,-1,2032-12-12 09:48:00.258077,CNY,LATAM
INS-001983,Rates,Flow,EM Credit,BOOK-003,8716497.494371526,1,2030-11-29 09:48:00.258077,CAD,LATAM
INS-001984,Commodities,Commod,EM Credit,BOOK-018,6194084.101896765,1,2026-04-30 09:48:00.258077,CHF,LATAM
INS-001985,Credit,Options,Equity Derivatives,BOOK-043,12208801.57586011,1,2032-02-07 09:48:00.258077,AUD,US
INS-001986,Commodities,Macro,XVA,BOOK-004,8555238.163862929,1,2033-11-27 09:48:00.258077,EUR,APAC
INS-001987,Commodities,Flow,Securitized Products,BOOK-017,8828458.521176383,1,2031-01-21 09:48:00.258077,CAD,EMEA
INS-001988,FX,Credit,G10 FX,BOOK-080,11897210.203779384,1,2027-12-06 09:48:00.258077,CHF,LATAM
INS-001989,FX,Commod,Rates Macro,BOOK-015,6377345.936888525,-1,2026-04-10 09:48:00.258077,EUR,APAC
INS-001990,Volatility,Flow,Cash Equities,BOOK-017,7278920.3088943055,1,2029-02-18 09:48:00.258077,CAD,APAC
INS-001991,Credit,Options,Rates Macro,BOOK-051,4366694.427445928,-1,2033-10-22 09:48:00.258077,AUD,US
INS-001992,Equities,Credit,IG Credit,BOOK-010,7069123.819366055,1,2029-05-21 09:48:00.258077,AUD,LATAM
INS-001993,FX,Macro,XVA,BOOK-026,3777681.1901615933,-1,2035-09-03 09:48:00.258077,AUD,EMEA
INS-001994,Credit,Flow,Volatility Trading,BOOK-094,9369623.38548293,-1,2029-06-28 09:48:00.258077,AUD,US
INS-001995,Commodities,Credit,Rates Macro,BOOK-064,8549991.87517498,1,2030-06-07 09:48:00.258077,JPY,LATAM
INS-001996,Rates,Macro,Volatility Trading,BOOK-097,6807326.73240365,1,2033-09-24 09:48:00.258077,USD,LATAM
INS-001997,Credit,Credit,Equity Derivatives,BOOK-036,7248940.730455381,-1,2032-04-12 09:48:00.258077,CNY,EMEA
INS-001998,Volatility,Options,EM Credit,BOOK-062,9403666.037972476,-1,2026-08-08 09:48:00.258077,JPY,APAC
INS-001999,FX,Commod,Rates Exotics,BOOK-024,4660509.782775255,1,2026-12-14 09:48:00.258077,CAD,APAC
INS-002000,FX,Macro,Securitized Products,BOOK-038,8010419.668631308,-1,2028-02-22 09:48:00.258077,USD,EMEA
INS-002001,Volatility,Commod,Commodities,BOOK-018,9248774.516146861,1,2034-11-01 09:48:00.258077,CNY,APAC
INS-002002,Rates,Flow,Rates Macro,BOOK-084,3044314.806481896,-1,2026-06-01 09:48:00.258077,CNY,LATAM
INS-002003,Equities,Macro,FX Options,BOOK-019,9212345.014255049,-1,2026-11-27 09:48:00.258077,CNY,LATAM
INS-002004,Equities,Credit,Commodities,BOOK-021,3314843.841846083,1,2033-11-28 09:48:00.258077,EUR,APAC
INS-002005,Commodities,Options,Securitized Products,BOOK-047,7206013.790371168,1,2032-05-14 09:48:00.258077,AUD,EMEA
INS-002006,Rates,Commod,EM Rates,BOOK-043,4591522.239761935,-1,2035-12-12 09:48:00.258077,CHF,LATAM
INS-002007,Equities,Macro,Securitized Products,BOOK-032,11078116.448225036,-1,2028-05-15 09:48:00.258077,EUR,LATAM
INS-002008,Rates,Macro,Commodities,BOOK-036,4607197.364619131,-1,2032-09-24 09:48:00.258077,CHF,US
INS-002009,Commodities,Options,Rates Macro,BOOK-030,3374525.2700865436,-1,2027-07-12 09:48:00.258077,JPY,EMEA
INS-002010,Credit,Commod,G10 FX,BOOK-092,7833380.3539907895,1,2032-01-17 09:48:00.258077,CAD,APAC
INS-002011,Equities,Options,Commodities,BOOK-059,6465742.549947943,-1,2027-04-01 09:48:00.258077,USD,APAC
INS-002012,Equities,Credit,HY Credit,BOOK-092,3738486.9283401673,1,2035-03-13 09:48:00.258077,CHF,APAC
INS-002013,Rates,Commod,Municipal,BOOK-099,8814537.997887123,-1,2030-04-26 09:48:00.258077,CAD,APAC
INS-002014,Volatility,Commod,HY Credit,BOOK-066,2521252.3438758017,1,2028-09-20 09:48:00.258077,CAD,US
INS-002015,Credit,Options,EM Credit,BOOK-083,4909397.568542187,1,2035-12-14 09:48:00.258077,AUD,US
INS-002016,FX,Credit,EM FX,BOOK-012,6061954.323948039,-1,2026-11-08 09:48:00.258077,CAD,LATAM
INS-002017,Equities,Options,HY Credit,BOOK-095,9505555.98038785,-1,2034-02-14 09:48:00.258077,CAD,APAC
INS-002018,Commodities,Credit,Securitized Products,BOOK-049,10738670.91753288,-1,2031-04-02 09:48:00.258077,USD,APAC
INS-002019,Commodities,Options,G10 FX,BOOK-072,10256955.618318932,1,2033-01-04 09:48:00.258077,AUD,EMEA
INS-002020,Equities,Options,IG Credit,BOOK-025,7116815.523844418,1,2028-10-10 09:48:00.258077,GBP,EMEA
INS-002021,FX,Options,Securitized Products,BOOK-010,1431729.3880121096,-1,2034-12-06 09:48:00.258077,CHF,EMEA
INS-002022,Credit,Credit,EM Rates,BOOK-089,8477132.553046396,-1,2030-08-31 09:48:00.258077,CHF,APAC
INS-002023,Credit,Credit,Securitized Products,BOOK-045,11176434.348061534,-1,2030-05-06 09:48:00.258077,CNY,APAC
INS-002024,Credit,Commod,Volatility Trading,BOOK-014,10584476.019533921,1,2030-09-19 09:48:00.258077,GBP,US
INS-002025,Rates,Credit,EM Credit,BOOK-066,8657372.524359299,-1,2029-02-17 09:48:00.258077,JPY,EMEA
INS-002026,Equities,Macro,EM Credit,BOOK-006,4526243.089153868,1,2029-05-10 09:48:00.258077,AUD,LATAM
INS-002027,Credit,Options,XVA,BOOK-046,6186732.490928963,-1,2027-08-02 09:48:00.258077,CAD,APAC
INS-002028,Volatility,Flow,G10 FX,BOOK-071,12334535.996864187,-1,2031-01-06 09:48:00.258077,GBP,LATAM
INS-002029,Credit,Macro,EM Rates,BOOK-073,3958176.1633396656,1,2030-11-25 09:48:00.258077,GBP,APAC
INS-002030,Equities,Macro,G10 FX,BOOK-046,4630396.929624035,-1,2029-12-18 09:48:00.258077,AUD,EMEA
INS-002031,Credit,Options,Equity Derivatives,BOOK-037,9856378.87791321,-1,2035-12-18 09:48:00.258077,AUD,LATAM
INS-002032,FX,Commod,Cash Equities,BOOK-084,6422101.88798618,-1,2027-04-26 09:48:00.258077,EUR,APAC
INS-002033,Rates,Options,FX Options,BOOK-019,4545612.194488445,-1,2035-03-21 09:48:00.258077,JPY,US
INS-002034,Commodities,Options,Commodities,BOOK-008,11319927.94680754,1,2034-10-14 09:48:00.258077,AUD,EMEA
INS-002035,Volatility,Macro,EM Credit,BOOK-016,8652639.94536285,-1,2026-06-01 09:48:00.258077,USD,APAC
INS-002036,Volatility,Credit,Cash Equities,BOOK-081,6545497.089057054,1,2033-02-22 09:48:00.258077,EUR,EMEA
INS-002037,Credit,Macro,EM Rates,BOOK-047,4635562.910251211,-1,2028-04-08 09:48:00.258077,EUR,EMEA
INS-002038,Rates,Commod,Securitized Products,BOOK-004,12618516.409649845,1,2026-08-09 09:48:00.258077,CHF,LATAM
INS-002039,Volatility,Commod,XVA,BOOK-017,7438870.453133482,-1,2034-09-23 09:48:00.258077,JPY,EMEA
INS-002040,Equities,Commod,Equity Derivatives,BOOK-003,10993320.156173736,1,2027-05-06 09:48:00.258077,GBP,EMEA
INS-002041,FX,Flow,Prime Finance,BOOK-082,9734083.8615236,1,2029-02-26 09:48:00.258077,EUR,US
INS-002042,Volatility,Macro,Rates Exotics,BOOK-047,6197746.095841914,1,2027-02-25 09:48:00.258077,CAD,EMEA
INS-002043,Commodities,Flow,Structured Solutions,BOOK-007,6217647.2125255475,1,2027-08-08 09:48:00.258077,AUD,LATAM
INS-002044,Commodities,Credit,HY Credit,BOOK-023,11115787.2448348,-1,2026-10-22 09:48:00.258077,EUR,EMEA
INS-002045,FX,Flow,XVA,BOOK-062,11156293.331549944,-1,2034-07-18 09:48:00.258077,CAD,EMEA
INS-002046,Volatility,Commod,Securitized Products,BOOK-060,2807710.059698164,-1,2026-10-12 09:48:00.258077,AUD,APAC
INS-002047,Equities,Macro,Cross-Asset Vol,BOOK-082,8874450.65245548,-1,2033-09-20 09:48:00.258077,CHF,LATAM
INS-002048,Credit,Macro,EM Credit,BOOK-003,7196962.988190951,1,2027-10-02 09:48:00.258077,CHF,LATAM
INS-002049,Commodities,Flow,HY Credit,BOOK-007,4916692.092653735,-1,2035-04-06 09:48:00.258077,EUR,EMEA
INS-002050,Credit,Credit,Prime Finance,BOOK-004,8154365.236792994,1,2034-08-07 09:48:00.258077,CNY,US
INS-002051,FX,Credit,Rates Macro,BOOK-040,4126008.022534014,-1,2032-06-07 09:48:00.258077,CNY,APAC
INS-002052,FX,Flow,Structured Solutions,BOOK-073,6333861.61338475,1,2034-05-28 09:48:00.258077,CAD,EMEA
INS-002053,Equities,Credit,Rates Macro,BOOK-067,5503815.668075081,1,2029-02-24 09:48:00.258077,CNY,EMEA
INS-002054,Volatility,Credit,Prime Finance,BOOK-022,6250521.839610004,1,2033-12-15 09:48:00.258077,CHF,US
INS-002055,Commodities,Options,XVA,BOOK-066,7321303.765845023,-1,2028-05-23 09:48:00.258077,CAD,LATAM
INS-002056,Equities,Options,FX Options,BOOK-066,4961083.345236284,-1,2032-04-15 09:48:00.258077,AUD,US
INS-002057,Commodities,Macro,Municipal,BOOK-020,11432947.572183244,-1,2035-04-23 09:48:00.258077,USD,EMEA
INS-002058,Commodities,Flow,Equity Derivatives,BOOK-075,8733208.083485313,1,2033-05-14 09:48:00.258077,EUR,EMEA
INS-002059,Equities,Options,XVA,BOOK-043,11986407.570955137,1,2028-11-12 09:48:00.258077,EUR,US
INS-002060,Equities,Macro,Structured Solutions,BOOK-006,7099800.077304951,-1,2033-07-07 09:48:00.258077,CAD,LATAM
INS-002061,Volatility,Options,FX Options,BOOK-040,6128025.094257227,-1,2034-12-13 09:48:00.258077,EUR,APAC
INS-002062,Credit,Macro,Securitized Products,BOOK-077,11896039.03623257,1,2035-01-04 09:48:00.258077,JPY,APAC
INS-002063,Rates,Credit,FX Options,BOOK-070,6054850.650315037,-1,2033-07-09 09:48:00.258077,JPY,US
INS-002064,Commodities,Macro,IG Credit,BOOK-027,7054269.945027188,1,2033-06-15 09:48:00.258077,CAD,US
INS-002065,Credit,Macro,EM Rates,BOOK-076,9300118.526243286,-1,2033-12-22 09:48:00.258077,CHF,US
INS-002066,Credit,Credit,FX Options,BOOK-039,4405685.479256804,-1,2033-06-29 09:48:00.258077,USD,APAC
INS-002067,Commodities,Flow,EM Credit,BOOK-047,9278236.711984126,-1,2027-07-10 09:48:00.258077,CAD,APAC
INS-002068,Volatility,Flow,Volatility Trading,BOOK-009,8958367.665411506,1,2034-03-01 09:48:00.258077,JPY,LATAM
INS-002069,FX,Flow,Volatility Trading,BOOK-100,10673313.295094581,-1,2027-12-24 09:48:00.258077,USD,LATAM
INS-002070,Equities,Flow,Volatility Trading,BOOK-084,9725111.257525353,1,2031-09-17 09:48:00.258077,CAD,EMEA
INS-002071,FX,Credit,G10 FX,BOOK-020,10749945.882193927,1,2029-07-23 09:48:00.258077,GBP,US
INS-002072,Credit,Credit,Rates Exotics,BOOK-057,7223945.248728975,-1,2028-04-22 09:48:00.258077,JPY,US
INS-002073,Equities,Flow,Rates Macro,BOOK-079,5343324.203232349,1,2028-12-27 09:48:00.258077,CNY,LATAM
INS-002074,Equities,Credit,FX Options,BOOK-051,12774963.535208406,1,2027-01-13 09:48:00.258077,EUR,LATAM
INS-002075,Commodities,Credit,HY Credit,BOOK-022,3683260.961195083,-1,2030-07-21 09:48:00.258077,CNY,APAC
INS-002076,Equities,Options,EM Credit,BOOK-097,3933717.30281548,1,2030-05-07 09:48:00.258077,JPY,US
