driver_id,asset_class,level,as_of,source
DRV-0005720,Volatility,88.87772825547002,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005721,Equities,67.64982026233544,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005722,Equities,112.17201811572181,2026-02-10 09:48:00.294055,Internal
DRV-0005723,Commodities,129.0348047735544,2026-02-10 09:48:00.294055,Internal
DRV-0005724,Rates,1.0724147522763616,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005725,Rates,3.0344818847292743,2026-02-10 09:48:00.294055,Internal
DRV-0005726,Credit,127.07338341439355,2026-02-11 09:48:00.294055,Internal
DRV-0005727,Commodities,104.07160403995697,2026-02-11 09:48:00.294055,Internal
DRV-0005728,Commodities,94.65217768610354,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005729,Volatility,53.90493000597734,2026-02-11 09:48:00.294055,Internal
DRV-0005730,FX,139.2830711899192,2026-02-11 09:48:00.294055,Internal
DRV-0005731,Equities,108.22541133127625,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005732,Rates,2.585086645296406,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005733,Commodities,131.58546972171322,2026-02-09 09:48:00.294055,Bloomberg
DRV-0005734,Volatility,86.45442907289782,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005735,Commodities,87.94063315660586,2026-02-10 09:48:00.294055,Bloomberg
DRV-0005736,Rates,3.071057200561527,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005737,Credit,147.6326415635308,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005738,Credit,94.6753446596057,2026-02-10 09:48:00.294055,Internal
DRV-0005739,Rates,2.238267562966206,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005740,Rates,3.7010249513887494,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005741,Volatility,50.41943386417279,2026-02-08 09:48:00.294055,Internal
DRV-0005742,FX,123.17108301688695,2026-02-08 09:48:00.294055,Bloomberg
DRV-0005743,Equities,82.42578387320881,2026-02-11 09:48:00.294055,Internal
DRV-0005744,Equities,102.51372508650701,2026-02-08 09:48:00.294055,Refinitiv
DRV-0005745,Equities,166.81890609813647,2026-02-10 09:48:00.294055,Bloomberg
DRV-0005746,Volatility,108.67814121063704,2026-02-11 09:48:00.294055,Internal
DRV-0005747,Commodities,106.81159726700419,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005748,Equities,162.96066182695648,2026-02-10 09:48:00.294055,Bloomberg
DRV-0005749,Rates,2.7749539392440234,2026-02-11 09:48:00.294055,Internal
DRV-0005750,Commodities,85.14032262779101,2026-02-11 09:48:00.294055,Internal
DRV-0005751,Credit,159.4568411315199,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005752,Commodities,68.17426947178849,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005753,FX,67.17545745236043,2026-02-11 09:48:00.294055,Internal
DRV-0005754,Credit,74.1894937891511,2026-02-11 09:48:00.294055,Internal
DRV-0005755,Rates,1.2667430098484513,2026-02-09 09:48:00.294055,Internal
DRV-0005756,Volatility,77.91320295848854,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005757,Credit,89.67710369475881,2026-02-10 09:48:00.294055,Internal
DRV-0005758,Volatility,63.56227201273356,2026-02-11 09:48:00.294055,Internal
DRV-0005759,Equities,65.69509961234654,2026-02-11 09:48:00.294055,Internal
DRV-0005760,Rates,1.650884566432527,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005761,Equities,28.745200232529413,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005762,Equities,31.587614361876696,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005763,Rates,3.6891405572980256,2026-02-10 09:48:00.294055,Bloomberg
DRV-0005764,Commodities,80.36965038413173,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005765,FX,122.21408231391548,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005766,Credit,102.32089300209552,2026-02-10 09:48:00.294055,Internal
DRV-0005767,FX,97.55503816211043,2026-02-11 09:48:00.294055,Internal
DRV-0005768,Equities,96.28385596173361,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005769,Rates,4.00418458633726,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005770,FX,80.99153975823454,2026-02-11 09:48:00.294055,Internal
DRV-0005771,Credit,212.4686902322942,2026-02-11 09:48:00.294055,Internal
DRV-0005772,Volatility,119.09664021887276,2026-02-11 09:48:00.294055,Internal
DRV-0005773,FX,97.97120342171411,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005774,Rates,1.9620776488932608,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005775,FX,73.6583083045828,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005776,Credit,129.76173261565202,2026-02-09 09:48:00.294055,Refinitiv
DRV-0005777,Credit,64.52942552050621,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005778,Rates,1.962774175653771,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005779,FX,143.75490288559848,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005780,Commodities,112.99842860879104,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005781,FX,167.23396953932308,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005782,Volatility,33.22738737703752,2026-02-11 09:48:00.294055,Internal
DRV-0005783,Equities,88.64266367311757,2026-02-11 09:48:00.294055,Internal
DRV-0005784,Commodities,74.99680620033666,2026-02-10 09:48:00.294055,Internal
DRV-0005785,Rates,2.1907122587569563,2026-02-10 09:48:00.294055,Bloomberg
DRV-0005786,Rates,3.526925057885625,2026-02-10 09:48:00.294055,Internal
DRV-0005787,FX,137.36971438957727,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005788,Volatility,43.359688902706075,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005789,FX,94.2909160430407,2026-02-10 09:48:00.294055,Internal
DRV-0005790,Rates,2.9319810635475205,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005791,Rates,1.3635152508856103,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005792,Volatility,100.29469861785054,2026-02-11 09:48:00.294055,Internal
DRV-0005793,Volatility,19.05134010899891,2026-02-10 09:48:00.294055,Bloomberg
DRV-0005794,Rates,1.8996704046290238,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005795,Equities,121.85100174260148,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005796,FX,138.91482004703673,2026-02-09 09:48:00.294055,Refinitiv
DRV-0005797,Rates,3.8518141488427737,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005798,Rates,3.646980336056627,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005799,Equities,57.00035178129751,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005800,Equities,95.49601428869626,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005801,Rates,2.6562999278224213,2026-02-11 09:48:00.294055,Internal
DRV-0005802,Commodities,106.69628299213504,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005803,Volatility,148.938096656112,2026-02-11 09:48:00.294055,Internal
DRV-0005804,Credit,116.63597131965034,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005805,Credit,70.52115796924471,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005806,Volatility,125.72440015147865,2026-02-11 09:48:00.294055,Internal
DRV-0005807,Volatility,77.22380197362767,2026-02-09 09:48:00.294055,Refinitiv
DRV-0005808,Volatility,100.39221079547505,2026-02-10 09:48:00.294055,Bloomberg
DRV-0005809,Credit,109.01648051251757,2026-02-11 09:48:00.294055,Internal
DRV-0005810,Equities,88.11971241219223,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005811,Volatility,69.7953625048008,2026-02-10 09:48:00.294055,Bloomberg
DRV-0005812,FX,106.14175369656768,2026-02-11 09:48:00.294055,Internal
DRV-0005813,FX,70.27470538486558,2026-02-10 09:48:00.294055,Internal
DRV-0005814,Equities,97.53689599404598,2026-02-10 09:48:00.294055,Internal
DRV-0005815,Credit,86.65076778418462,2026-02-11 09:48:00.294055,Internal
DRV-0005816,Credit,58.95611315309966,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005817,Equities,119.8972121893699,2026-02-09 09:48:00.294055,Bloomberg
DRV-0005818,FX,116.86915923048733,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005819,Commodities,59.249513249352226,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005820,FX,76.78828038432437,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005821,Rates,2.9244349204568785,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005822,Credit,140.75592542340038,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005823,Credit,19.6349293391501,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005824,Volatility,135.61901772269647,2026-02-10 09:48:00.294055,Internal
DRV-0005825,Rates,2.618798951168602,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005826,FX,106.42608181949103,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005827,FX,112.89527247781567,2026-02-10 09:48:00.294055,Internal
DRV-0005828,Commodities,81.43793557681579,2026-02-08 09:48:00.294055,Refinitiv
DRV-0005829,Volatility,103.21956626968708,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005830,FX,76.92673113114583,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005831,Volatility,158.98677858128235,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005832,FX,103.84523475313061,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005833,Volatility,99.9320275980258,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005834,Commodities,119.9250532912361,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005835,Commodities,88.06149236383858,2026-02-09 09:48:00.294055,Bloomberg
DRV-0005836,Rates,3.419195135035666,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005837,Equities,80.32713548840464,2026-02-09 09:48:00.294055,Internal
DRV-0005838,Volatility,57.467696300258794,2026-02-11 09:48:00.294055,Internal
DRV-0005839,Equities,44.212540096879216,2026-02-08 09:48:00.294055,Bloomberg
DRV-0005840,Commodities,42.63406763708435,2026-02-10 09:48:00.294055,Internal
DRV-0005841,Volatility,162.1005539746025,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005842,Equities,75.83628936810616,2026-02-11 09:48:00.294055,Internal
DRV-0005843,Equities,128.09729854421965,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005844,Commodities,105.6083462849363,2026-02-10 09:48:00.294055,Internal
DRV-0005845,Equities,108.27624946719794,2026-02-09 09:48:00.294055,Bloomberg
DRV-0005846,Equities,77.90740273124999,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005847,Credit,100.98969637024103,2026-02-09 09:48:00.294055,Internal
DRV-0005848,Equities,143.41332943498622,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005849,Rates,3.278783258153895,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005850,Rates,3.1645050506476733,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005851,Commodities,81.63334106522453,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005852,FX,99.73626778939393,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005853,Rates,2.5852052744714773,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005854,Volatility,134.6846348401699,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005855,Volatility,92.14688526842781,2026-02-10 09:48:00.294055,Bloomberg
DRV-0005856,Commodities,176.39151368806301,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005857,Rates,2.2500732666055274,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005858,Rates,2.6273378108412246,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005859,Credit,129.83818034162687,2026-02-10 09:48:00.294055,Internal
DRV-0005860,Credit,54.52493107402341,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005861,Rates,4.898979564241875,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005862,FX,128.55577058644084,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005863,FX,102.69063730919136,2026-02-08 09:48:00.294055,Internal
DRV-0005864,FX,134.7766024202602,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005865,Credit,42.460586438829836,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005866,FX,94.12897963014935,2026-02-10 09:48:00.294055,Internal
DRV-0005867,Commodities,84.91455395577275,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005868,FX,131.86333915367965,2026-02-11 09:48:00.294055,Internal
DRV-0005869,FX,125.29166044345489,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005870,Credit,136.20283470995184,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005871,FX,121.76691994282332,2026-02-09 09:48:00.294055,Refinitiv
DRV-0005872,Credit,80.7223262797139,2026-02-09 09:48:00.294055,Bloomberg
DRV-0005873,Credit,78.4134652341984,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005874,Commodities,66.13205128234159,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005875,Volatility,56.305948948904685,2026-02-11 09:48:00.294055,Internal
DRV-0005876,Commodities,46.601827121399815,2026-02-10 09:48:00.294055,Bloomberg
DRV-0005877,Rates,2.158905782640181,2026-02-08 09:48:00.294055,Internal
DRV-0005878,FX,125.56476514387892,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005879,Credit,91.65570697341349,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005880,Equities,174.48639173553562,2026-02-10 09:48:00.294055,Internal
DRV-0005881,Volatility,158.76449119569241,2026-02-10 09:48:00.294055,Internal
DRV-0005882,Commodities,94.04795569422421,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005883,Commodities,84.52381932333192,2026-02-08 09:48:00.294055,Refinitiv
DRV-0005884,Commodities,161.18113581294745,2026-02-08 09:48:00.294055,Internal
DRV-0005885,Commodities,108.55969158104777,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005886,Volatility,127.87079645427677,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005887,Credit,97.3649452636511,2026-02-08 09:48:00.294055,Bloomberg
DRV-0005888,FX,70.83612518451835,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005889,FX,130.45458902398207,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005890,Volatility,88.2332764382503,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005891,FX,52.62908131638339,2026-02-10 09:48:00.294055,Bloomberg
DRV-0005892,Equities,84.54055122205044,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005893,FX,104.8666352900868,2026-02-11 09:48:00.294055,Internal
DRV-0005894,Credit,128.3653647798917,2026-02-11 09:48:00.294055,Internal
DRV-0005895,Commodities,70.61940997187213,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005896,Rates,2.200262723307773,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005897,Equities,44.25510900506234,2026-02-11 09:48:00.294055,Internal
DRV-0005898,Commodities,141.6541193335273,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005899,Rates,2.6036857039815566,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005900,Credit,76.45346424313118,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005901,FX,82.85886138267557,2026-02-11 09:48:00.294055,Internal
DRV-0005902,Rates,1.5206990639337166,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005903,Rates,2.5642427319343706,2026-02-10 09:48:00.294055,Bloomberg
DRV-0005904,Volatility,108.44352034183672,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005905,Volatility,116.95784227639167,2026-02-09 09:48:00.294055,Internal
DRV-0005906,Credit,91.08958391692735,2026-02-09 09:48:00.294055,Bloomberg
DRV-0005907,Equities,108.24068231994815,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005908,Commodities,87.94485113127945,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005909,FX,143.24717798615495,2026-02-11 09:48:00.294055,Internal
DRV-0005910,Volatility,31.73641264530309,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005911,Commodities,81.05019352729951,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005912,Volatility,111.22862284903567,2026-02-08 09:48:00.294055,Internal
DRV-0005913,Equities,123.57862879433704,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005914,Commodities,121.36807078600424,2026-02-11 09:48:00.294055,Internal
DRV-0005915,Volatility,89.91717408311933,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005916,Rates,1.3306249631292686,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005917,Equities,43.197004781828795,2026-02-10 09:48:00.294055,Bloomberg
DRV-0005918,Equities,146.4153322711492,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005919,FX,79.9557269181657,2026-02-10 09:48:00.294055,Bloomberg
DRV-0005920,Equities,120.54022165671333,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005921,Equities,136.80781455745102,2026-02-11 09:48:00.294055,Internal
DRV-0005922,Rates,3.2460626947592255,2026-02-11 09:48:00.294055,Internal
DRV-0005923,Rates,2.304430850406967,2026-02-10 09:48:00.294055,Internal
DRV-0005924,FX,73.44884407223283,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005925,Credit,10.992355416923177,2026-02-09 09:48:00.294055,Bloomberg
DRV-0005926,Credit,51.548776520444925,2026-02-10 09:48:00.294055,Internal
DRV-0005927,Rates,2.032630900824939,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005928,Rates,1.7617303893303942,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005929,Equities,152.18853720794854,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005930,Commodities,94.73045702300655,2026-02-11 09:48:00.294055,Internal
DRV-0005931,Credit,44.06165681208196,2026-02-08 09:48:00.294055,Internal
DRV-0005932,Equities,70.01492317636166,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005933,Equities,68.72936701351163,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005934,FX,100.7403585383657,2026-02-09 09:48:00.294055,Bloomberg
DRV-0005935,Volatility,129.672044352353,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005936,Equities,57.03176519906474,2026-02-11 09:48:00.294055,Internal
DRV-0005937,Rates,4.538566429466062,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005938,Credit,109.994610377192,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005939,Equities,105.01456574356365,2026-02-11 09:48:00.294055,Internal
DRV-0005940,Volatility,111.89685829889879,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005941,Equities,144.43334092945938,2026-02-09 09:48:00.294055,Internal
DRV-0005942,Commodities,70.23854215543626,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005943,Credit,132.51148833316165,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005944,Equities,88.28267721391968,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005945,Rates,3.5721434266330743,2026-02-10 09:48:00.294055,Bloomberg
DRV-0005946,Credit,54.21223181560651,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005947,Credit,69.71382523120737,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005948,FX,86.46919085912805,2026-02-09 09:48:00.294055,Refinitiv
DRV-0005949,Equities,133.17514817686225,2026-02-10 09:48:00.294055,Internal
DRV-0005950,Equities,131.02704149920652,2026-02-11 09:48:00.294055,Internal
DRV-0005951,FX,92.01581964693588,2026-02-10 09:48:00.294055,Internal
DRV-0005952,FX,95.01710242488166,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005953,FX,94.25412821436817,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005954,FX,99.03382645729633,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005955,Volatility,90.28102995058715,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005956,Rates,1.8116157303523819,2026-02-09 09:48:00.294055,Internal
DRV-0005957,FX,90.40366800746258,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005958,Commodities,164.4798471219474,2026-02-09 09:48:00.294055,Refinitiv
DRV-0005959,FX,38.68797932341792,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005960,Volatility,76.17975615501618,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005961,Volatility,61.87228571630531,2026-02-11 09:48:00.294055,Internal
DRV-0005962,Equities,68.83399565811554,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005963,Volatility,21.213088299195345,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005964,Commodities,148.3785161539454,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005965,Rates,2.6626596540207372,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005966,Volatility,42.86614247052103,2026-02-10 09:48:00.294055,Internal
DRV-0005967,Rates,2.5670561931379363,2026-02-10 09:48:00.294055,Internal
DRV-0005968,Commodities,73.85261700070927,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005969,Equities,111.10989971851296,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005970,Credit,106.0106420202919,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005971,Rates,2.9628364588187583,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005972,Commodities,86.98505078545793,2026-02-08 09:48:00.294055,Internal
DRV-0005973,Volatility,75.59558855441156,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005974,FX,123.07770686831614,2026-02-09 09:48:00.294055,Internal
DRV-0005975,Equities,120.51950036042714,2026-02-10 09:48:00.294055,Internal
DRV-0005976,Equities,57.77082334658122,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005977,Equities,83.3049234206512,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005978,Commodities,55.34376098511915,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005979,Commodities,152.69376522677865,2026-02-11 09:48:00.294055,Internal
DRV-0005980,Volatility,91.47513534666503,2026-02-11 09:48:00.294055,Internal
DRV-0005981,Equities,105.90218942532945,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005982,Rates,2.252358992476402,2026-02-10 09:48:00.294055,Bloomberg
DRV-0005983,Volatility,109.75874741809685,2026-02-09 09:48:00.294055,Internal
DRV-0005984,Commodities,100.8125910894909,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005985,FX,98.27991342836603,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005986,Commodities,163.01183148873287,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005987,FX,247.6588667373855,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005988,Rates,2.1752009867542887,2026-02-10 09:48:00.294055,Internal
DRV-0005989,Commodities,94.9932462514688,2026-02-10 09:48:00.294055,Internal
DRV-0005990,Volatility,49.3048450675845,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005991,FX,112.93201099028207,2026-02-10 09:48:00.294055,Refinitiv
DRV-0005992,Commodities,97.87602492286133,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005993,Credit,90.23862492689067,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005994,Credit,118.51007484981407,2026-02-11 09:48:00.294055,Bloomberg
DRV-0005995,Credit,120.24641973523921,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005996,Commodities,81.41692076269477,2026-02-08 09:48:00.294055,Refinitiv
DRV-0005997,Commodities,114.70137460922166,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005998,Volatility,133.8491579500205,2026-02-11 09:48:00.294055,Refinitiv
DRV-0005999,Commodities,70.94436349017356,2026-02-11 09:48:00.294055,Bloomberg
DRV-0006000,Credit,111.04435127851505,2026-02-10 09:48:00.294055,Bloomberg
DRV-0006001,FX,103.53241906315324,2026-02-10 09:48:00.294055,Bloomberg
DRV-0006002,Credit,66.11733952490864,2026-02-11 09:48:00.294055,Bloomberg
DRV-0006003,Equities,146.21603118900953,2026-02-11 09:48:00.294055,Refinitiv
DRV-0006004,Rates,1.6581222451781454,2026-02-11 09:48:00.294055,Internal
DRV-0006005,Commodities,106.81305568999508,2026-02-10 09:48:00.294055,Bloomberg
DRV-0006006,Commodities,114.96039798927589,2026-02-11 09:48:00.294055,Internal
DRV-0006007,Volatility,151.09607191360826,2026-02-11 09:48:00.294055,Internal
DRV-0006008,Commodities,98.92353676148586,2026-02-09 09:48:00.294055,Internal
DRV-0006009,FX,48.855485517325796,2026-02-11 09:48:00.294055,Refinitiv
DRV-0006010,FX,66.88229432277141,2026-02-11 09:48:00.294055,Bloomberg
DRV-0006011,Rates,4.515023846021084,2026-02-09 09:48:00.294055,Internal
DRV-0006012,Commodities,64.71109708869155,2026-02-11 09:48:00.294055,Internal
DRV-0006013,Commodities,184.01807153860383,2026-02-11 09:48:00.294055,Internal
DRV-0006014,Credit,69.0395649835713,2026-02-11 09:48:00.294055,Internal
DRV-0006015,Volatility,95.71526575348076,2026-02-11 09:48:00.294055,Internal
DRV-0006016,Equities,96.57582732015739,2026-02-08 09:48:00.294055,Internal
DRV-0006017,Volatility,140.2226127564174,2026-02-11 09:48:00.294055,Bloomberg
DRV-0006018,Equities,108.39300313873386,2026-02-09 09:48:00.294055,Bloomberg
DRV-0006019,Credit,127.90090032080897,2026-02-10 09:48:00.294055,Internal
DRV-0006020,Rates,2.615552432635858,2026-02-11 09:48:00.294055,Refinitiv
DRV-0006021,FX,122.39055762088321,2026-02-11 09:48:00.294055,Internal
DRV-0006022,Equities,68.42412034613398,2026-02-10 09:48:00.294055,Internal
DRV-0006023,FX,68.23306461257371,2026-02-11 09:48:00.294055,Bloomberg
DRV-0006024,Credit,103.00487816371894,2026-02-11 09:48:00.294055,Internal
DRV-0006025,Volatility,124.45352245844862,2026-02-08 09:48:00.294055,Internal
DRV-0006026,Volatility,80.59311199148144,2026-02-11 09:48:00.294055,Refinitiv
DRV-0006027,FX,132.50833544385299,2026-02-10 09:48:00.294055,Internal
DRV-0006028,Equities,86.94280511533607,2026-02-10 09:48:00.294055,Bloomberg
DRV-0006029,Commodities,169.86516825885005,2026-02-10 09:48:00.294055,Bloomberg
DRV-0006030,Credit,57.16052172147294,2026-02-11 09:48:00.294055,Internal
DRV-0006031,Equities,82.61845839100258,2026-02-11 09:48:00.294055,Refinitiv
DRV-0006032,FX,71.51705687888054,2026-02-08 09:48:00.294055,Internal
DRV-0006033,Equities,162.37544036225265,2026-02-10 09:48:00.294055,Refinitiv
DRV-0006034,Equities,116.36755460892222,2026-02-11 09:48:00.294055,Internal
DRV-0006035,FX,93.4863507555348,2026-02-10 09:48:00.294055,Bloomberg
DRV-0006036,Equities,157.48025118715555,2026-02-11 09:48:00.294055,Internal
DRV-0006037,Commodities,190.09926144008145,2026-02-09 09:48:00.294055,Bloomberg
DRV-0006038,Credit,140.41297929638623,2026-02-11 09:48:00.294055,Internal
DRV-0006039,Rates,2.52663937644608,2026-02-09 09:48:00.294055,Refinitiv
DRV-0006040,Commodities,169.0831125676857,2026-02-10 09:48:00.294055,Refinitiv
DRV-0006041,Credit,102.50049192938914,2026-02-11 09:48:00.294055,Internal
DRV-0006042,Rates,1.9395226382568862,2026-02-11 09:48:00.294055,Refinitiv
DRV-0006043,Volatility,23.39956458181845,2026-02-11 09:48:00.294055,Bloomberg
DRV-0006044,Equities,81.48305643150192,2026-02-09 09:48:00.294055,Bloomberg
DRV-0006045,Equities,112.70084290025463,2026-02-11 09:48:00.294055,Refinitiv
DRV-0006046,Equities,93.82530281384713,2026-02-09 09:48:00.294055,Refinitiv
DRV-0006047,Commodities,66.18493065601211,2026-02-09 09:48:00.294055,Bloomberg
DRV-0006048,Equities,113.37794276175258,2026-02-08 09:48:00.294055,Bloomberg
DRV-0006049,Credit,149.8955533058907,2026-02-10 09:48:00.294055,Refinitiv
